Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Part Status,Resistance,Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height - Seated (Max),Number of Terminations,Failure Rate
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P191LTR-ND,ERJ-2RKF1910X,Panasonic Electronic Components,RES SMD 191 OHM 1% 1/10W 0402,160000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,191,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P196LTR-ND,ERJ-2RKF1960X,Panasonic Electronic Components,RES SMD 196 OHM 1% 1/10W 0402,130000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,196,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P200LTR-ND,ERJ-2RKF2000X,Panasonic Electronic Components,RES SMD 200 OHM 1% 1/10W 0402,1680000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,200,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P205LTR-ND,ERJ-2RKF2050X,Panasonic Electronic Components,RES SMD 205 OHM 1% 1/10W 0402,120000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,205,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P210LTR-ND,ERJ-2RKF2100X,Panasonic Electronic Components,RES SMD 210 OHM 1% 1/10W 0402,100000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,210,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P215LTR-ND,ERJ-2RKF2150X,Panasonic Electronic Components,RES SMD 215 OHM 1% 1/10W 0402,50000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,215,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P220LTR-ND,ERJ-2RKF2200X,Panasonic Electronic Components,RES SMD 220 OHM 1% 1/10W 0402,0,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,220,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P221LTR-ND,ERJ-2RKF2210X,Panasonic Electronic Components,RES SMD 221 OHM 1% 1/10W 0402,340000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,221,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P226LTR-ND,ERJ-2RKF2260X,Panasonic Electronic Components,RES SMD 226 OHM 1% 1/10W 0402,150000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,226,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P232LTR-ND,ERJ-2RKF2320X,Panasonic Electronic Components,RES SMD 232 OHM 1% 1/10W 0402,210000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,232,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P237LTR-ND,ERJ-2RKF2370X,Panasonic Electronic Components,RES SMD 237 OHM 1% 1/10W 0402,180000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,237,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P240LTR-ND,ERJ-2RKF2400X,Panasonic Electronic Components,RES SMD 240 OHM 1% 1/10W 0402,2680000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,240,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P243LTR-ND,ERJ-2RKF2430X,Panasonic Electronic Components,RES SMD 243 OHM 1% 1/10W 0402,550000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,243,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P249LTR-ND,ERJ-2RKF2490X,Panasonic Electronic Components,RES SMD 249 OHM 1% 1/10W 0402,450000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,249,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P255LTR-ND,ERJ-2RKF2550X,Panasonic Electronic Components,RES SMD 255 OHM 1% 1/10W 0402,130000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,255,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P261LTR-ND,ERJ-2RKF2610X,Panasonic Electronic Components,RES SMD 261 OHM 1% 1/10W 0402,0,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,261,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P267LTR-ND,ERJ-2RKF2670X,Panasonic Electronic Components,RES SMD 267 OHM 1% 1/10W 0402,60000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,267,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P270LTR-ND,ERJ-2RKF2700X,Panasonic Electronic Components,RES SMD 270 OHM 1% 1/10W 0402,260000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,270,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P274LTR-ND,ERJ-2RKF2740X,Panasonic Electronic Components,RES SMD 274 OHM 1% 1/10W 0402,200000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,274,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P280LTR-ND,ERJ-2RKF2800X,Panasonic Electronic Components,RES SMD 280 OHM 1% 1/10W 0402,90000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,280,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P287LTR-ND,ERJ-2RKF2870X,Panasonic Electronic Components,RES SMD 287 OHM 1% 1/10W 0402,110000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,287,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P294LTR-ND,ERJ-2RKF2940X,Panasonic Electronic Components,RES SMD 294 OHM 1% 1/10W 0402,20000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,294,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P300LTR-ND,ERJ-2RKF3000X,Panasonic Electronic Components,RES SMD 300 OHM 1% 1/10W 0402,1010000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,300,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P301LTR-ND,ERJ-2RKF3010X,Panasonic Electronic Components,RES SMD 301 OHM 1% 1/10W 0402,290000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,301,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P309LTR-ND,ERJ-2RKF3090X,Panasonic Electronic Components,RES SMD 309 OHM 1% 1/10W 0402,70000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,309,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P316LTR-ND,ERJ-2RKF3160X,Panasonic Electronic Components,RES SMD 316 OHM 1% 1/10W 0402,320000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,316,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P324LTR-ND,ERJ-2RKF3240X,Panasonic Electronic Components,RES SMD 324 OHM 1% 1/10W 0402,160000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,324,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P330LTR-ND,ERJ-2RKF3300X,Panasonic Electronic Components,RES SMD 330 OHM 1% 1/10W 0402,1200000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,330,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P332LTR-ND,ERJ-2RKF3320X,Panasonic Electronic Components,RES SMD 332 OHM 1% 1/10W 0402,720000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,332,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P340LTR-ND,ERJ-2RKF3400X,Panasonic Electronic Components,RES SMD 340 OHM 1% 1/10W 0402,760000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,340,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P348LTR-ND,ERJ-2RKF3480X,Panasonic Electronic Components,RES SMD 348 OHM 1% 1/10W 0402,70000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,348,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P357LTR-ND,ERJ-2RKF3570X,Panasonic Electronic Components,RES SMD 357 OHM 1% 1/10W 0402,190000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,357,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P360LTR-ND,ERJ-2RKF3600X,Panasonic Electronic Components,RES SMD 360 OHM 1% 1/10W 0402,20000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,360,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P365LTR-ND,ERJ-2RKF3650X,Panasonic Electronic Components,RES SMD 365 OHM 1% 1/10W 0402,130000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,365,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P374LTR-ND,ERJ-2RKF3740X,Panasonic Electronic Components,RES SMD 374 OHM 1% 1/10W 0402,310000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,374,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P383LTR-ND,ERJ-2RKF3830X,Panasonic Electronic Components,RES SMD 383 OHM 1% 1/10W 0402,160000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,383,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P390LTR-ND,ERJ-2RKF3900X,Panasonic Electronic Components,RES SMD 390 OHM 1% 1/10W 0402,270000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,390,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P392LTR-ND,ERJ-2RKF3920X,Panasonic Electronic Components,RES SMD 392 OHM 1% 1/10W 0402,970000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,392,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P402LTR-ND,ERJ-2RKF4020X,Panasonic Electronic Components,RES SMD 402 OHM 1% 1/10W 0402,630000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,402,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P412LTR-ND,ERJ-2RKF4120X,Panasonic Electronic Components,RES SMD 412 OHM 1% 1/10W 0402,60000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,412,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P422LTR-ND,ERJ-2RKF4220X,Panasonic Electronic Components,RES SMD 422 OHM 1% 1/10W 0402,180000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,422,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P430LTR-ND,ERJ-2RKF4300X,Panasonic Electronic Components,RES SMD 430 OHM 1% 1/10W 0402,160000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,430,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P432LTR-ND,ERJ-2RKF4320X,Panasonic Electronic Components,RES SMD 432 OHM 1% 1/10W 0402,0,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,432,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P442LTR-ND,ERJ-2RKF4420X,Panasonic Electronic Components,RES SMD 442 OHM 1% 1/10W 0402,100000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,442,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P453LTR-ND,ERJ-2RKF4530X,Panasonic Electronic Components,RES SMD 453 OHM 1% 1/10W 0402,180000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,453,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P464LTR-ND,ERJ-2RKF4640X,Panasonic Electronic Components,RES SMD 464 OHM 1% 1/10W 0402,150000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,464,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P470LTR-ND,ERJ-2RKF4700X,Panasonic Electronic Components,RES SMD 470 OHM 1% 1/10W 0402,0,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,470,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,//media.digikey.com/photos/Panasonic%20Photos/10-0402.jpg,P475LTR-ND,ERJ-2RKF4750X,Panasonic Electronic Components,RES SMD 475 OHM 1% 1/10W 0402,320000,0,0.00448,0,10000,Tape & Reel (TR),ERJ,Active,475,±1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,±100ppm/°C,-55°C ~ 155°C,0402 (1005 Metric),402,"0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)",2,0
